"Severity","ThreadID","Date","Time","Application","Message"
"ERROR","web-0","10/21/2011","17:29:51","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","17:29:55","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","17:30:25","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","17:30:33","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","17:30:58","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","17:57:03","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","17:57:16","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","17:58:20","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","17:59:23","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:00:27","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:01:30","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:02:33","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:13:24","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:13:37","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:14:40","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:15:44","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:16:47","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:17:50","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:18:54","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:25:15","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:29:55","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:30:29","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:30:36","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:31:02","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:44:14","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:44:27","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:45:31","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:46:34","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:47:16","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:47:30","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:47:37","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:48:33","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:48:41","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:49:36","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:49:44","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:50:40","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:51:43","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","18:52:46","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","19:02:37","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","19:18:57","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","19:25:19","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","19:29:59","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","19:30:32","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","19:30:39","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","19:31:05","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","19:49:48","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","19:53:16","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:02:40","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:19:01","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:25:22","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:30:02","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:30:35","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:30:43","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:31:09","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:46:29","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:46:43","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:47:46","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:48:50","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:49:51","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:49:55","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:50:58","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:52:01","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","20:53:20","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","21:02:44","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","21:19:04","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","21:25:26","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","21:30:05","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","21:30:39","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","21:30:46","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","21:31:12","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","22:17:24","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","22:17:28","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","22:17:31","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","22:17:35","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","22:19:07","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","22:25:31","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","22:30:09","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","22:30:42","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","22:30:50","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","22:31:15","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","23:17:27","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","23:17:31","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:17:27","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:17:30","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:19:03","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:25:27","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:30:04","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:30:38","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:30:45","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:31:11","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:31:59","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:32:13","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:33:15","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:33:18","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:33:29","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:34:22","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:34:32","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:34:38","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:34:52","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:35:17","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:35:25","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:35:31","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:35:35","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:35:55","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:36:28","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:36:34","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:36:39","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:36:58","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:37:32","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:37:37","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:37:42","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:38:02","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:38:41","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:38:45","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:39:05","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:39:44","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:40:09","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","12:40:48","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:17:23","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:17:27","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:17:30","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:17:34","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:18:28","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:18:41","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:19:06","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:19:45","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:20:48","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:21:52","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:22:55","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:23:58","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:25:30","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:30:08","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:30:41","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:30:48","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:31:14","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:37:35","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:38:49","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:40:12","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/21/2011","13:40:51","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:17:35","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:17:38","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:17:41","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:17:45","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:19:17","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:24:09","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:25:42","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:30:19","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:30:52","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:31:00","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:31:25","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:37:48","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:39:00","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:40:24","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","01:41:04","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","02:17:39","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","02:17:42","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","02:17:45","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","02:17:48","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","02:19:20","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","08:20:54","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","08:20:57","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","08:21:00","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","11:23:41","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","10/22/2011","11:23:59","mail spooler","Exception reading response;
  nested exception is:
	java.net.SocketException: Connection reset"
"ERROR","web-0","10/22/2011","11:23:59","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/22/2011","11:23:59","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/22/2011","11:24:02","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","11:24:06","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","11:24:09","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","11:24:12","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","11:24:16","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","11:24:19","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","11:24:22","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","11:24:26","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","11:24:29","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","11:24:29","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/22/2011","11:24:29","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/22/2011","12:23:52","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:24:09","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:24:14","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:24:24","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:24:34","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:24:45","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:25:01","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:25:13","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:25:23","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:25:33","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:25:43","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:25:53","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:26:03","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:26:13","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","12:26:22","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","18:29:01","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","18:29:04","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","18:29:08","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","23:39:49","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","10/22/2011","23:40:08","mail spooler","Exception reading response;
  nested exception is:
	java.net.SocketException: Connection reset"
"ERROR","web-0","10/22/2011","23:40:08","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/22/2011","23:40:08","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/22/2011","23:40:11","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","23:40:15","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","23:40:18","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","23:40:22","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","23:40:25","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","23:40:28","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","23:40:31","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","23:40:35","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","23:40:38","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/22/2011","23:40:38","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/22/2011","23:40:38","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/23/2011","06:34:55","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","06:34:58","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","06:35:02","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","11:39:40","mail spooler","timeout occurred after 30 seconds while sending mail message"
"ERROR","web-0","10/23/2011","11:39:58","mail spooler","Exception reading response;
  nested exception is:
	java.net.SocketException: Connection reset"
"ERROR","web-0","10/23/2011","11:39:58","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/23/2011","11:39:58","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/23/2011","11:40:02","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","11:40:06","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","11:40:10","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","11:40:13","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","11:40:16","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","11:40:19","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","11:40:23","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","11:40:26","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","11:40:29","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","11:40:29","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/23/2011","11:40:29","mail spooler","Exception reading response;
  nested exception is:
	javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: java.net.SocketException: Connection reset"
"ERROR","web-0","10/23/2011","12:39:47","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:39:50","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:39:53","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:39:57","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:40:00","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:40:04","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:40:07","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:40:10","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:40:14","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:40:17","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:40:21","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:40:24","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:40:27","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:40:31","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","12:40:34","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","13:39:50","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","13:39:53","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","13:39:57","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","13:40:00","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","13:40:04","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","13:40:07","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","13:40:11","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","13:40:14","mail spooler","javax.mail.AuthenticationFailedException"
"ERROR","web-0","10/23/2011","13:40:17","mail spooler","javax.mail.AuthenticationFailedException"
